,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,zipcode,sqft_living15,price
4443,4,2,2040,2,0,0,9,2040,0,1096239.0074349442,3150,825000
4444,3,1,1200,1,0,0,7,950,250,619944.1492281304,1550,476500
4445,2,1,960,1,0,0,7,960,0,424734.60451977403,1760,379500
4446,3,2,2410,1,0,0,8,2410,0,570073.5201465201,2110,620000
4447,3,3,2260,2,0,0,8,1760,500,359496.2604166667,1880,477590
4448,3,1,1910,1,0,0,7,1010,900,576834.808318264,1600,490000
4449,3,2,1500,"1,5",0,0,7,1140,360,576834.808318264,1500,470000
4450,3,2,1360,2,0,0,8,1140,220,1096239.0074349442,1620,500000
4451,3,1,1320,1,0,0,7,1320,0,423736.9058295964,1160,370000
4452,2,2,1940,1,0,0,7,970,970,1096239.0074349442,1480,790000
4453,4,2,2650,2,0,0,8,2650,0,810289.6964285715,2230,725000
4454,4,3,3040,2,0,0,9,2100,940,899607.6730769231,1260,840000
4455,3,1,1240,1,0,0,7,1240,0,464322.38976377953,2220,390000
4456,3,2,2210,1,0,0,7,1510,700,423736.9058295964,1870,507000
4457,3,2,1540,1,0,0,6,770,770,418019.36094674555,1140,263500
4458,3,2,1320,2,0,0,8,1270,50,319581.3940298507,1320,369000
4459,3,2,3040,2,0,0,9,3040,0,304262.1082089552,3040,500000
4460,2,1,910,1,0,0,7,910,0,576834.808318264,1810,570000
4461,4,3,2040,1,0,0,8,1490,550,334921.0626780627,1940,284000
4462,2,1,980,1,0,0,7,980,0,576834.808318264,1500,415000
4463,3,1,980,"1,5",0,0,6,980,0,418019.36094674555,980,197500
4464,4,4,4420,2,0,1,9,3420,1000,469928.76772616134,2880,925000
4465,3,2,1570,1,0,0,7,820,750,418019.36094674555,1510,468000
4466,3,1,1600,"1,5",0,0,6,1080,520,469928.76772616134,1340,355000
4467,4,2,1830,1,0,0,7,930,900,792187.8738170346,1540,639000
4468,3,2,2820,2,0,0,11,2820,0,685675.8435374149,2820,720000
4469,3,2,1800,1,0,0,6,900,900,423736.9058295964,1060,381000
4470,3,4,4380,2,0,0,11,4380,0,645244.2264808363,3630,1050000
4471,3,3,2980,2,0,0,9,2980,0,612642.738317757,2710,670000
4472,3,1,1690,1,0,0,7,1690,0,387011.5902636917,1080,400000
4473,4,4,4040,2,0,0,11,4040,0,682885.9898989899,3770,910000
4474,3,1,1250,1,0,0,6,1250,0,521740.0146788991,1590,294000
4475,3,2,1500,1,0,0,7,1500,0,353619.07472527475,1770,315001
4476,3,2,1630,1,0,0,7,1630,0,493625.3098290598,1450,360000
4477,3,2,1410,2,0,0,7,1410,0,634558.1448275862,1750,520000
4478,3,1,1140,1,0,0,6,770,370,576834.808318264,1340,474000
4479,4,2,3280,2,0,0,7,3280,0,677215.034739454,2600,702000
4480,4,4,3490,2,0,0,9,3490,0,367091.48387096776,2400,728000
4481,4,2,2020,2,0,0,8,2020,0,304262.1082089552,2820,308000
4482,5,4,4580,3,1,4,10,4580,0,790734.704735376,2710,2000000
4483,3,2,2270,2,0,0,8,2270,0,334921.0626780627,2160,340000
4484,2,2,1310,1,0,0,6,1310,0,529629.7824675324,1500,306500
4485,3,2,1420,"1,5",0,0,7,1420,0,849714.8097826086,1250,716000
4486,4,3,2980,2,0,0,10,2640,340,521740.0146788991,2010,950000
4487,5,3,4180,2,0,0,7,4180,0,677215.034739454,3425,673200
4488,4,2,1950,1,0,0,7,1350,600,619944.1492281304,1980,564500
4489,4,2,1790,1,0,0,8,1790,0,420895.47536945814,2000,393000
4490,5,2,1400,1,0,0,5,1400,0,455617.1129032258,1200,425000
4491,3,1,1320,1,0,0,7,1320,0,240328.3717472119,1120,150000
4492,4,2,1620,1,0,0,8,1200,420,311580.33638025593,1620,327000
4493,4,2,3120,2,0,0,9,3120,0,311580.33638025593,2980,444900
4494,4,2,2100,2,0,0,8,2100,0,286742.81162324647,2370,305000
4495,3,3,1370,3,0,0,8,1370,0,579109.8082706766,1800,469000
4496,3,2,1520,1,0,0,8,1520,0,859938.5542168674,2150,525000
4497,3,2,2410,1,0,0,7,1630,780,296187.98046875,1530,330000
4498,4,1,1260,1,0,0,7,1260,0,863228.9432314411,1340,618000
4499,4,2,2830,1,0,0,8,1690,1140,286742.81162324647,2350,295500
4500,3,2,2064,2,0,0,7,2064,0,489382.0170940171,1640,567035
4501,4,2,2640,1,0,0,8,1770,870,617053.9660194175,2500,518000
4502,2,1,1020,1,0,0,7,1020,0,440232.31363636366,1520,303000
4503,4,2,2200,2,0,0,7,2200,0,300340.40293040295,2641,300000
4504,3,2,1420,1,0,0,7,1420,0,617254.0212765958,2000,413107
4505,3,1,1350,"1,5",0,0,6,1350,0,585048.7790697674,1350,400000
4506,3,1,1290,1,0,0,7,1290,0,551768.5209125475,1560,535000
4507,4,2,1680,1,0,0,7,840,840,579109.8082706766,1680,555000
4508,3,2,2280,2,0,0,8,2280,0,311580.33638025593,2550,312000
4509,3,2,1840,"1,5",0,0,8,1540,300,634558.1448275862,1800,785200
4510,4,2,2040,1,0,2,7,1020,1020,803990.8194444445,2040,749000
4511,3,2,1490,1,0,0,7,1010,480,359496.2604166667,1000,285000
4512,4,2,2440,2,0,0,7,2440,0,529629.7824675324,2440,425000
4513,3,2,1930,1,0,0,8,1260,670,423736.9058295964,1900,360000
4514,3,1,1200,1,0,0,7,1200,0,319581.3940298507,1230,260000
4515,3,2,1550,1,0,0,7,1150,400,319581.3940298507,1840,369000
4516,4,2,2180,1,0,0,8,1620,560,286742.81162324647,1950,275000
4517,3,2,1430,3,0,0,8,1430,0,585048.7790697674,1430,407000
4518,2,2,1230,1,0,0,8,990,240,576834.808318264,1330,575000
4519,3,2,1670,2,0,3,8,1670,0,849714.8097826086,2320,1240000
4520,2,2,2720,1,0,1,8,1700,1020,792187.8738170346,2520,875000
4521,4,2,2220,1,0,0,7,1270,950,420895.47536945814,1800,320000
4522,3,2,1520,1,0,0,7,1520,0,1356523.9905362776,3260,810000
4523,3,2,1590,1,0,0,7,1090,500,367091.48387096776,1590,274000
4524,4,2,1480,1,0,0,7,1120,360,296187.98046875,1590,239900
4525,4,2,1860,1,0,0,7,1080,780,469928.76772616134,1530,450000
4526,4,2,1360,1,0,0,6,960,400,281194.8698060942,1930,263400
4527,3,1,1360,1,0,0,6,1360,0,310612.75572519086,1360,265000
4528,4,3,2360,1,0,2,7,1460,900,418019.36094674555,2500,418000
4529,3,2,2360,2,0,0,8,2360,0,462488.8692579505,1600,390000
4530,3,2,1860,1,0,0,7,930,930,319581.3940298507,1000,430000
4531,3,2,2630,"2,5",0,2,8,2630,0,645244.2264808363,2640,1440000
4532,2,2,1280,1,0,0,7,1280,0,316742.3905579399,2180,297000
4533,4,2,2330,2,0,1,8,1600,730,676419.3921568628,2220,650000
4534,2,1,720,1,0,0,6,720,0,310612.75572519086,1250,195000
4535,3,4,3380,2,0,0,9,2700,680,353619.07472527475,2250,554000
4536,3,2,3650,2,0,0,7,3650,0,489382.0170940171,1870,550000
4537,3,2,1640,"1,5",0,0,7,1640,0,619944.1492281304,1760,700000
4538,4,1,1730,"1,5",0,0,5,1730,0,529629.7824675324,1400,300000
4539,2,1,1030,"1,5",0,0,6,1030,0,423736.9058295964,1310,315000
4540,3,1,1790,1,0,0,7,1400,390,863228.9432314411,1790,603000
4541,2,1,840,1,0,2,7,840,0,849714.8097826086,2000,530000
4542,3,2,1300,1,0,0,7,1300,0,645244.2264808363,1740,397500
4543,3,1,1240,"1,5",0,0,6,1240,0,304262.1082089552,1240,221000
4544,4,2,2170,1,0,0,7,1220,950,570073.5201465201,1820,466000
4545,3,1,1330,2,0,0,7,1330,0,316742.3905579399,1710,197500
4546,3,3,1390,2,0,0,7,1140,250,418019.36094674555,1450,280000
4547,2,2,1240,1,0,0,6,860,380,618695.1090909091,1240,412000
4548,2,1,880,1,0,0,7,880,0,618695.1090909091,1240,454000
4549,4,2,2540,1,0,0,8,1450,1090,424815.06315789477,1780,540000
4550,5,2,2520,"1,5",0,0,7,1510,1010,316742.3905579399,1620,250000
4551,5,2,2510,1,0,0,9,2510,0,810289.6964285715,3160,900000
4552,5,2,2020,1,0,0,7,1220,800,240328.3717472119,2220,245000
4553,3,2,2060,1,0,0,7,1350,710,296187.98046875,1520,290000
4554,2,1,930,1,0,0,6,930,0,240328.3717472119,2240,160000
4555,2,2,2700,"1,5",0,4,8,1660,1040,618695.1090909091,2970,1260000
4556,2,1,1060,1,0,0,7,940,120,469928.76772616134,1540,325000
4557,2,1,670,1,0,0,5,670,0,289078.3455882353,1700,185000
4558,3,2,1750,1,0,0,7,950,800,579109.8082706766,1700,477000
4559,2,1,930,1,0,0,6,930,0,464322.38976377953,1300,100000
4560,4,2,2420,1,0,0,8,1370,1050,294111.27857142856,2290,345000
4561,4,2,2410,1,0,1,7,1950,460,464322.38976377953,2510,530000
4562,3,1,1150,1,0,0,6,1150,0,240328.3717472119,1210,203000
4563,4,2,2480,2,0,0,7,2480,0,677215.034739454,2410,599000
4564,4,1,1310,"1,5",0,0,7,1310,0,594706.5422740525,1630,370000
4565,3,1,1240,1,0,0,6,1040,200,302896.7392857143,1240,140000
4566,3,1,1150,2,0,0,8,1150,0,551768.5209125475,1440,500000
4567,3,2,1460,1,0,2,7,730,730,594706.5422740525,1360,527200
4568,5,3,3060,1,0,0,8,1600,1460,359496.2604166667,2190,549900
4569,4,2,3520,2,0,0,9,3520,0,645244.2264808363,2460,760000
4570,2,1,960,1,0,0,7,960,0,418019.36094674555,1520,319000
4571,3,2,2430,2,0,0,8,2430,0,296187.98046875,2260,362300
4572,3,2,1930,1,0,3,7,1440,490,302896.7392857143,1550,421000
4573,3,1,1090,"1,5",0,0,7,1090,0,576834.808318264,1520,690000
4574,3,2,2790,1,0,0,8,1650,1140,617053.9660194175,1400,640000
4575,4,2,1650,1,0,0,7,910,740,234284.0351758794,1540,238000
4576,3,3,3740,2,0,2,10,3740,0,489382.0170940171,2930,789000
4577,6,4,5310,2,0,2,10,3600,1710,1194873.6382978724,4190,1050000
4578,3,2,1690,2,0,0,7,1690,0,311580.33638025593,2250,302500
4579,4,2,1400,1,0,0,7,1400,0,353619.07472527475,1910,259950
4580,3,2,1440,1,0,0,7,1440,0,790734.704735376,2080,456000
4581,3,2,1360,2,0,0,7,1360,0,645244.2264808363,1090,369950
4582,3,2,1726,2,0,0,7,1726,0,489382.0170940171,2114,363750
4583,3,2,2220,1,0,2,8,2220,0,455617.1129032258,2900,585000
4584,3,2,1850,2,0,0,7,1850,0,286742.81162324647,1700,268000
4585,5,2,2860,2,0,0,8,2160,700,899607.6730769231,1340,1200000
4586,3,1,1120,1,0,0,6,920,200,418019.36094674555,1350,345000
4587,4,2,2340,2,0,0,9,2340,0,423736.9058295964,1930,539000
4588,5,3,3760,2,0,0,9,2550,1210,859938.5542168674,2960,851000
4589,3,2,1920,2,0,2,10,1780,140,618695.1090909091,2080,900000
4590,3,2,3230,2,0,2,8,2430,800,576834.808318264,1820,850000
4591,3,2,1260,1,0,0,7,1260,0,645628.2261484099,1500,390000
4592,3,2,1540,1,0,0,7,920,620,423736.9058295964,1130,345000
4593,3,2,1700,2,0,0,8,1700,0,612642.738317757,1700,534500
4594,6,5,3600,2,0,0,7,2400,1200,424734.60451977403,1450,643500
4595,3,3,3150,"1,5",0,0,8,2130,1020,1096239.0074349442,3160,1210000
4596,2,2,1280,1,0,0,7,730,550,618695.1090909091,2250,495000
4597,2,1,980,1,0,0,7,830,150,619944.1492281304,1760,535000
4598,4,2,2190,2,0,0,7,2190,0,529629.7824675324,2190,435000
4599,4,2,2470,2,0,0,7,1970,500,464322.38976377953,1310,305000
4600,4,2,2590,2,0,0,9,2590,0,619944.1492281304,1700,799000
4601,4,2,2580,2,0,0,9,2580,0,645244.2264808363,3030,700000
4602,3,2,1270,2,0,0,8,1040,230,579109.8082706766,1410,467000
4603,3,1,1250,1,0,0,6,1250,0,353619.07472527475,1270,263000
4604,4,2,4660,2,0,0,9,3020,1640,493625.3098290598,3300,760000
4605,4,2,2019,2,0,3,8,2019,0,316742.3905579399,1950,293000
4606,3,2,1490,1,0,0,7,1490,0,234284.0351758794,1650,245000
4607,2,2,1560,1,0,0,7,1560,0,489382.0170940171,1660,181000
4608,3,1,1030,1,0,0,7,1030,0,420895.47536945814,1430,240000
4609,4,3,2560,1,0,2,8,1450,1110,803990.8194444445,2500,880000
4610,3,2,1460,1,0,0,7,1460,0,367091.48387096776,1600,285000
4611,2,1,770,1,0,0,7,770,0,469928.76772616134,1670,407500
4612,4,2,1960,2,0,0,7,1960,0,420895.47536945814,2420,325000
4613,3,2,1900,1,0,0,7,1390,510,423736.9058295964,2000,405000
4614,3,2,1970,"1,5",0,0,6,1230,740,319581.3940298507,1470,291700
4615,3,2,2490,2,0,3,8,2490,0,316742.3905579399,1850,370000
4616,3,2,1430,1,0,0,6,1430,0,464322.38976377953,1560,270000
4617,4,2,2680,1,0,0,8,1380,1300,803990.8194444445,1950,800000
4618,3,2,1610,1,0,0,7,910,700,585048.7790697674,1420,626500
4619,4,4,4300,2,0,1,11,3580,720,1194873.6382978724,2770,1130000
4620,4,2,3200,2,0,0,7,3200,0,367091.48387096776,2840,399950
4621,3,2,2140,1,0,0,7,1570,570,464322.38976377953,2170,419000
4622,4,2,4240,2,0,0,10,4240,0,790734.704735376,3720,1160000
4623,4,4,3410,2,0,0,10,3410,0,1356523.9905362776,2650,1410000
4624,4,3,2090,2,0,0,7,2090,0,803990.8194444445,1460,710000
4625,3,1,1410,1,0,2,6,1230,180,803990.8194444445,1410,650000
4626,4,2,2820,2,0,0,9,2820,0,570073.5201465201,2510,369900
4627,4,2,2770,2,0,0,9,2770,0,455617.1129032258,2770,641000
4628,3,1,1400,1,0,0,7,1400,0,423736.9058295964,1950,403000
4629,3,3,3620,2,0,0,10,2730,890,792187.8738170346,1910,1020000
4630,4,2,2260,1,0,0,8,1770,490,1194873.6382978724,2630,865000
4631,4,2,3440,"1,5",1,3,10,2260,1180,1194873.6382978724,4230,2490000
4632,4,1,2150,2,0,3,8,1850,300,424734.60451977403,1950,810000
4633,3,2,1256,3,0,0,7,1256,0,469928.76772616134,1309,316750
4634,4,2,2220,2,0,0,8,2220,0,617053.9660194175,2680,652500
4635,6,3,2850,1,0,0,7,1850,1000,319581.3940298507,2090,360000
4636,2,1,700,1,0,0,5,700,0,420895.47536945814,970,208000
4637,4,2,3700,2,0,0,10,3700,0,682885.9898989899,3210,898000
4638,4,2,1400,1,0,0,7,1050,350,462488.8692579505,2080,295000
4639,4,2,3130,2,0,0,7,3130,0,387011.5902636917,1850,652500
4640,4,3,2170,2,0,0,8,2170,0,612642.738317757,2010,560000
4641,3,1,1020,1,0,0,7,1020,0,420895.47536945814,1690,280000
4642,3,2,1760,"1,5",0,0,7,1760,0,284908.5964912281,2160,289950
4643,3,2,1860,1,0,0,7,1860,0,304262.1082089552,1900,397500
4644,2,1,1140,1,0,0,7,1140,0,682885.9898989899,2570,380000
4645,3,2,1670,1,0,0,7,1310,360,440232.31363636366,1510,415900
4646,2,2,1710,1,0,0,7,1510,200,619944.1492281304,1280,475000
4647,1,1,500,1,0,0,5,500,0,319581.3940298507,1350,125000
4648,3,1,1470,1,0,0,7,1020,450,311580.33638025593,2640,238000
4649,4,2,1370,1,0,0,7,1070,300,240328.3717472119,1540,296000
4650,6,3,3470,"1,5",0,0,7,3470,0,462488.8692579505,2120,475000
4651,3,2,1650,"1,5",0,0,7,1650,0,618695.1090909091,2060,390000
4652,3,1,1180,1,0,0,6,1030,150,618695.1090909091,1280,425000
4653,6,3,3110,"1,5",0,0,7,1810,1300,585048.7790697674,1600,725000
4654,3,2,2080,1,0,0,8,1530,550,645244.2264808363,2320,605000
4655,3,1,1600,2,0,0,7,1600,0,634558.1448275862,1310,302000
4656,3,2,2380,2,0,0,9,1650,730,792187.8738170346,2000,886000
4657,4,2,1630,1,0,0,7,980,650,619944.1492281304,1630,540000
4658,4,2,1910,2,0,0,7,1910,0,570073.5201465201,1910,435000
4659,4,3,3140,2,0,0,7,2300,840,359496.2604166667,1300,409000
4660,3,1,1250,1,0,0,7,1250,0,645244.2264808363,1690,405000
4661,3,2,1990,2,0,0,8,1990,0,790734.704735376,2320,560200
4662,4,2,2110,1,0,0,8,1170,940,353619.07472527475,1820,324000
4663,4,2,2490,2,0,0,9,2490,0,334921.0626780627,2690,390000
4664,2,1,800,1,0,0,6,800,0,304262.1082089552,1220,414000
4665,3,2,2360,2,0,0,7,2360,0,529629.7824675324,2420,441500
4666,3,2,1770,2,0,0,7,1770,0,319581.3940298507,1230,375000
4667,4,2,2710,2,0,0,9,2710,0,685675.8435374149,2710,668500
4668,5,2,1940,"1,5",0,0,7,1940,0,469928.76772616134,1900,540000
4669,4,3,3450,2,0,3,10,2430,1020,464322.38976377953,2412,1040000
4670,4,3,3440,2,0,4,10,2520,920,618695.1090909091,2350,1350000
4671,4,3,2410,1,0,0,7,1780,630,803990.8194444445,2090,758000
4672,4,2,2290,2,0,0,9,2290,0,1356523.9905362776,2290,949880
4673,3,1,1030,"1,5",0,0,7,1030,0,618695.1090909091,1440,570000
4674,4,2,2290,2,0,0,9,2290,0,859938.5542168674,3130,736000
4675,3,2,1490,"1,5",0,0,7,1490,0,634558.1448275862,1560,670000
4676,4,2,2370,1,0,0,9,1270,1100,863228.9432314411,2370,1130000
4677,4,2,1930,"1,5",0,0,8,1930,0,634558.1448275862,1470,650000
4678,2,2,1600,1,0,0,7,850,750,1096239.0074349442,1860,690000
4679,4,2,2240,2,0,0,7,2240,0,677215.034739454,3180,610000
4680,2,1,770,1,0,0,5,770,0,576834.808318264,1420,413500
4681,3,2,2300,2,0,2,8,2300,0,790734.704735376,2640,765000
4682,4,3,3400,2,0,0,9,3400,0,859938.5542168674,3060,828200
4683,2,1,900,1,0,0,6,900,0,304262.1082089552,1430,205000
4684,3,2,1450,1,0,0,8,1030,420,387011.5902636917,1740,465000
4685,4,2,2240,2,0,0,8,2240,0,387011.5902636917,2240,556000
4686,4,2,1780,2,0,0,8,1780,0,612642.738317757,1830,540000
4687,4,2,2320,2,0,0,8,2320,0,493625.3098290598,2330,423000
4688,3,2,1590,1,0,0,8,1590,0,617254.0212765958,2040,375000
4689,3,1,990,"1,5",0,0,7,990,0,240328.3717472119,1260,173250
4690,3,2,2605,1,0,0,8,1355,1250,424815.06315789477,1590,599900
4691,5,3,2870,1,0,0,7,1650,1220,579109.8082706766,1890,646000
4692,5,5,5180,2,0,2,11,4070,1110,529629.7824675324,3960,1080000
4693,4,2,2180,1,0,0,7,1020,1160,634558.1448275862,1520,558000
4694,2,1,850,1,0,0,7,850,0,424734.60451977403,1230,354000
4695,4,4,4050,2,0,0,11,3360,690,1194873.6382978724,3330,1200000
4696,4,2,2250,"1,5",0,0,7,1650,600,634558.1448275862,1200,670000
4697,6,4,3100,3,0,2,11,3100,0,1096239.0074349442,3270,1130000
4698,2,1,1747,"2,5",0,0,6,1747,0,281194.8698060942,1620,267500
4699,4,2,2410,2,0,0,8,2410,0,334921.0626780627,2517,299800
4700,4,2,2070,1,0,0,7,1250,820,645628.2261484099,1650,430000
4701,5,1,1860,"1,5",0,0,7,1530,330,585048.7790697674,1910,775000
4702,3,1,950,1,0,0,7,830,120,424734.60451977403,1490,333000
4703,3,2,1060,1,0,0,6,1060,0,469928.76772616134,1500,336000
4704,2,1,880,2,0,0,7,880,0,792187.8738170346,1360,323000
4705,4,2,2550,2,0,0,9,2550,0,617053.9660194175,1870,575000
4706,2,2,1550,2,0,0,8,1550,0,319581.3940298507,1420,328000
4707,3,1,1590,"1,5",0,0,7,1290,300,576834.808318264,1770,572500
4708,3,2,1650,1,0,0,7,1040,610,619944.1492281304,1540,600000
4709,4,3,2430,2,0,0,8,2430,0,367091.48387096776,2430,412000
4710,3,2,1810,1,0,0,7,1310,500,803990.8194444445,2050,827500
4711,4,2,2890,2,0,0,8,2890,0,286742.81162324647,2330,300000
4712,3,2,1280,2,0,0,7,1280,0,418019.36094674555,1500,415000
4713,7,3,3410,"1,5",0,0,8,2130,1280,899607.6730769231,2510,750000
4714,3,3,2220,2,0,0,8,1700,520,634558.1448275862,1800,800000
4715,3,1,1060,1,0,0,8,1060,0,418019.36094674555,1240,420000
4716,3,2,1120,1,0,0,7,1120,0,420895.47536945814,1320,266000
4717,4,2,2680,2,0,0,8,2680,0,424815.06315789477,2330,499000
4718,4,2,1770,2,0,0,7,1770,0,618695.1090909091,970,440000
4719,3,2,2950,2,0,0,7,2310,640,464322.38976377953,2320,495000
4720,2,2,1260,1,0,0,7,840,420,585048.7790697674,1280,630000
4721,3,2,1430,1,0,0,7,1430,0,521740.0146788991,1480,424000
4722,4,2,2730,2,0,0,9,2730,0,645244.2264808363,2710,760000
4723,4,4,3270,2,0,0,9,2110,1160,685675.8435374149,3020,650000
4724,4,2,1720,1,0,0,7,1720,0,311580.33638025593,1220,248500
4725,3,2,1270,1,0,0,7,1270,0,420895.47536945814,1560,379600
4726,4,2,3260,1,0,0,8,1960,1300,469928.76772616134,1802,538000
4727,4,2,2050,2,0,0,8,2050,0,612642.738317757,2070,530000
4728,4,2,2050,2,0,0,8,2050,0,645628.2261484099,2310,545000
4729,4,3,3580,"1,5",0,0,10,3580,0,570073.5201465201,3540,925000
4730,4,3,1960,"1,5",0,0,9,1960,0,570073.5201465201,1970,565000
4731,2,1,840,1,0,0,6,840,0,792187.8738170346,1390,405100
4732,3,2,1300,1,0,0,8,1300,0,645628.2261484099,1350,502000
4733,3,2,1260,2,0,0,7,1260,0,612642.738317757,1630,425000
4734,3,2,1650,2,0,0,7,1650,0,300340.40293040295,1510,233500
4735,3,2,1710,2,0,2,7,1710,0,296187.98046875,1830,287000
4736,3,1,1180,1,0,0,7,1180,0,234284.0351758794,1300,190000
4737,3,2,2780,2,0,0,8,2780,0,677215.034739454,2890,666000
4738,2,1,950,1,0,0,6,950,0,418019.36094674555,1230,330000
4739,5,4,3620,2,0,2,10,2790,830,1194873.6382978724,2690,1490000
4740,3,2,2140,2,0,0,8,2140,0,367091.48387096776,2040,393000
4741,4,3,1920,1,0,0,8,1010,910,310612.75572519086,1910,353000
4742,2,1,750,1,0,0,6,750,0,355678.51612903224,920,260000
4743,3,2,2060,2,0,0,8,1900,160,810289.6964285715,2060,680000
4744,3,2,2380,1,0,0,8,2380,0,1356523.9905362776,2010,921000
4745,2,1,750,1,0,0,7,750,0,469928.76772616134,1690,319000
4746,3,1,1160,1,0,0,7,920,240,685675.8435374149,1280,280000
4747,3,1,1050,1,0,0,6,1050,0,359496.2604166667,740,220000
4748,3,2,1740,1,0,0,7,1060,680,311580.33638025593,1540,219000
4749,4,3,2050,1,0,0,8,1540,510,685675.8435374149,1960,528000
4750,3,2,1980,1,0,0,7,1310,670,387011.5902636917,1450,405000
4751,3,2,1690,2,0,0,8,1150,540,612642.738317757,1690,372977
4752,4,3,2320,"1,5",0,2,9,2320,0,594706.5422740525,2320,934550
4753,3,2,2480,2,0,3,10,2130,350,676419.3921568628,2860,1470000
4754,4,2,2290,2,0,0,9,2120,170,792187.8738170346,2910,975000
4755,5,2,3180,2,0,0,10,3180,0,803990.8194444445,3180,800866
4756,7,4,3470,2,0,0,9,3470,0,617254.0212765958,3040,950000
4757,4,3,1540,"1,5",0,0,7,1540,0,579109.8082706766,1460,624000
4758,5,2,2800,2,1,4,9,2800,0,790734.704735376,3220,1850000
4759,3,1,1050,1,0,0,7,1050,0,462488.8692579505,1760,310000
4760,3,2,1480,1,0,0,7,1480,0,304262.1082089552,1500,315000
4761,3,2,1010,1,0,0,6,1010,0,803990.8194444445,1920,675000
4762,3,2,1660,1,0,0,8,1660,0,810289.6964285715,2210,490000
4763,5,2,2760,1,0,0,7,1380,1380,424734.60451977403,2060,600000
4764,2,1,1040,1,0,3,6,1040,0,455617.1129032258,1880,154000
4765,4,2,2220,2,0,3,8,2220,0,464322.38976377953,2430,480000
4766,3,1,1270,1,0,0,6,1270,0,302896.7392857143,1250,196900
4767,3,3,2960,2,0,0,10,2960,0,490377.1076923077,2960,735000
4768,3,2,1330,1,0,0,7,1330,0,294111.27857142856,1510,205500
4769,2,2,1210,2,0,0,8,1210,0,612642.738317757,1210,357186
4770,4,2,2120,2,0,0,7,2120,0,296187.98046875,2120,275000
4771,3,2,2090,1,0,0,7,2090,0,234284.0351758794,1700,248500
4772,3,2,2680,2,0,0,8,2680,0,334921.0626780627,2340,350000
4773,4,3,1790,1,0,0,7,1220,570,440232.31363636366,1250,390000
4774,3,3,1950,1,0,0,7,1250,700,462488.8692579505,1880,390000
4775,5,2,3740,"1,5",0,0,9,3740,0,685675.8435374149,2180,660000
4776,3,2,1140,1,0,0,7,1140,0,423736.9058295964,1140,310000
4777,3,2,2480,2,0,0,9,2480,0,645244.2264808363,2480,717000
4778,5,2,2580,1,0,0,7,1410,1170,302896.7392857143,2240,260000
4779,3,2,2290,1,0,0,7,1490,800,585048.7790697674,1230,745000
4780,4,2,2320,1,0,0,7,1320,1000,570073.5201465201,2160,470000
4781,3,2,2530,2,0,0,8,2530,0,300340.40293040295,2340,429000
4782,4,2,1400,1,0,0,7,1400,0,423736.9058295964,1610,220000
4783,3,3,2060,2,0,0,8,1400,660,849714.8097826086,1910,497000
4784,3,1,1640,"1,5",0,0,7,1640,0,585048.7790697674,2140,716100
4785,4,1,1960,"1,5",0,0,6,1960,0,617053.9660194175,2430,371000
4786,5,3,3000,1,0,0,7,1500,1500,617053.9660194175,2170,379000
4787,3,1,1320,1,0,0,7,1320,0,2161300.0,2790,937500
4788,4,2,1760,"1,5",0,0,7,1760,0,585048.7790697674,1740,720000
4789,3,3,2130,2,0,1,7,1420,710,551768.5209125475,1560,616000
4790,3,2,1390,1,0,0,7,1390,0,296187.98046875,1530,259000
4791,3,2,1400,"1,5",0,0,6,1100,300,576834.808318264,1720,538000
4792,3,3,3230,"1,5",0,0,8,3230,0,521740.0146788991,2820,605000
4793,3,1,1110,1,0,0,7,1110,0,521740.0146788991,1260,369950
4794,3,2,1670,2,0,0,7,1670,0,367091.48387096776,1670,310000
4795,3,1,1540,1,0,0,7,1540,0,302896.7392857143,1210,227500
4796,4,2,2090,1,0,0,9,1670,420,286742.81162324647,2260,274000
4797,3,2,1410,1,0,0,7,1410,0,521740.0146788991,1770,410000
4798,3,2,1370,1,0,0,7,1370,0,311580.33638025593,1620,354800
4799,4,2,1910,1,0,0,8,1300,610,792187.8738170346,1810,650000
4800,3,2,1678,1,0,0,7,1678,0,296187.98046875,1550,353000
4801,3,1,960,1,0,0,6,960,0,367091.48387096776,1160,224975
4802,2,2,2080,1,0,1,7,2080,0,423736.9058295964,2440,600000
4803,3,2,1790,1,0,0,7,1340,450,521740.0146788991,1610,437500
4804,3,2,2540,2,0,0,9,2540,0,521740.0146788991,2540,567000
4805,5,2,1790,2,0,0,7,1790,0,302896.7392857143,2040,225000
4806,2,1,940,1,0,0,6,940,0,418019.36094674555,1900,255000
4807,5,4,6810,"2,5",0,0,13,6110,700,899607.6730769231,2660,2480000
4808,2,1,900,1,0,0,6,900,0,576834.808318264,1060,370000
4809,4,2,1900,1,0,0,8,1140,760,803990.8194444445,2280,675000
4810,3,1,1440,1,0,0,7,1040,400,355678.51612903224,1370,285000
4811,3,2,2070,1,0,0,7,1420,650,353619.07472527475,2011,310000
4812,4,2,2240,1,0,0,7,1140,1100,521740.0146788991,1740,475000
4813,4,2,3320,2,0,0,7,3320,0,311580.33638025593,2580,410000
4814,4,2,1950,1,0,0,8,1330,620,880077.752293578,2600,895000
4815,3,2,1240,1,0,0,6,790,450,469928.76772616134,1130,375000
4816,4,2,1830,2,0,0,7,1830,0,367091.48387096776,1830,349000
